as_of_date,customer_id,country_code,legal_entity,full_name,first_name,last_name,customer_segment,risk_rating,kyc_status,age,age_band,credit_score,credit_band,primary_account_id,account_type,current_balance,available_balance,credit_limit,utilization_pct,total_accounts,mtd_spend,last_month_spend,spend_change_pct,top_spend_category,payment_status,total_due,days_to_due,is_overdue,consecutive_late,active_fraud_alerts,currency_code,created_at
2025-12-31,CUST_000267,MY,MY_BANK,Na Lau,Na,Lau,affluent,low,verified,47,46-55,778,very_good,ACC_0000321,credit_card,12182.19,25117.81,37300.0,0.3266,1,6026.18,10648.58,-0.4341,retail_shopping,paid_full,6026.18,21,0,0,0,MYR,2025-12-31 23:59:59
2025-12-31,CUST_000268,MY,MY_BANK,Putri binte Daud,Putri,binte Daud,mass,low,verified,40,36-45,728,good,ACC_0000322,credit_card,3295.75,1704.25,5000.0,0.6592,1,3553.71,3435.56,0.0344,healthcare,paid_partial,3553.71,21,0,0,0,MYR,2025-12-31 23:59:59
2025-12-31,CUST_000269,MY,MY_BANK,Hui Phua,Hui,Phua,affluent,medium,verified,63,56-65,569,poor,ACC_0000323,credit_card,14692.66,22207.34,36900.0,0.3982,2,13284.13,20777.21,-0.3606,grocery,paid_full,5896.42,21,0,0,0,MYR,2025-12-31 23:59:59
2025-12-31,CUST_000270,MY,MY_BANK,Azrul bin Ismail,Azrul,bin Ismail,mass,high,verified,53,46-55,307,poor,ACC_0000325,credit_card,6001.95,9098.05,15100.0,0.3975,1,1936.19,6271.2,-0.6913,retail_shopping,overdue,3559.16,21,1,0,1,MYR,2025-12-31 23:59:59
2025-12-31,CUST_000271,MY,MY_BANK,Fatin binte Hassan,Fatin,binte Hassan,affluent,medium,verified,49,46-55,707,good,ACC_0000326,credit_card,26377.91,35422.09,61800.0,0.4268,1,7490.38,7292.46,0.0271,travel_transport,paid_full,7490.38,21,0,0,0,MYR,2025-12-31 23:59:59
2025-12-31,CUST_000272,MY,MY_BANK,Faizal bin Yahya,Faizal,bin Yahya,affluent,medium,verified,24,18-25,564,poor,ACC_0000327,credit_card,4675.5,6924.5,11600.0,0.4031,2,18135.89,19810.85,-0.0845,retail_shopping,overdue,28476.62,21,1,0,1,MYR,2025-12-31 23:59:59
2025-12-31,CUST_000273,MY,MY_BANK,Jing Chua,Jing,Chua,mass,low,verified,33,26-35,702,good,ACC_0000329,credit_card,6703.02,10596.98,17300.0,0.3875,1,8534.02,4718.85,0.8085,travel_transport,paid_full,13228.35,21,0,0,0,MYR,2025-12-31 23:59:59
2025-12-31,CUST_000274,MY,MY_BANK,Xin Lim,Xin,Lim,mass,medium,pending,34,26-35,605,fair,ACC_0000330,credit_card,5185.33,8614.67,13800.0,0.3757,1,4539.09,1871.79,1.425,travel_transport,paid_partial,9823.29,21,0,0,0,MYR,2025-12-31 23:59:59
2025-12-31,CUST_000275,MY,MY_BANK,Mei Chen,Mei,Chen,mass,medium,verified,23,18-25,708,good,ACC_0000331,credit_card,4718.8,7381.2,12100.0,0.39,2,5614.8,6154.85,-0.0877,hotel,paid_partial,12611.28,21,0,0,0,MYR,2025-12-31 23:59:59
2025-12-31,CUST_000276,MY,MY_BANK,Bin Lim,Bin,Lim,premium,low,verified,49,46-55,714,good,ACC_0000333,credit_card,28162.87,85637.13,113800.0,0.2475,1,23012.17,28098.45,-0.181,travel_transport,overdue,50633.68,21,1,0,1,MYR,2025-12-31 23:59:59
2025-12-31,CUST_000277,MY,MY_BANK,Hafiz bin Yahya,Hafiz,bin Yahya,premium,low,verified,32,26-35,738,good,ACC_0000334,credit_card,36768.4,39431.6,76200.0,0.4825,1,19454.09,14558.1,0.3363,travel_transport,paid_full,28513.84,21,0,0,0,MYR,2025-12-31 23:59:59
2025-12-31,CUST_000278,MY,MY_BANK,Ling Wong,Ling,Wong,premium,low,verified,59,56-65,809,excellent,ACC_0000335,credit_card,30994.51,58405.49,89400.0,0.3467,1,9888.13,19780.53,-0.5001,healthcare,paid_full,11994.49,21,0,0,0,MYR,2025-12-31 23:59:59
2025-12-31,CUST_000279,MY,MY_BANK,Suhaimi bin Ahmad,Suhaimi,bin Ahmad,mass,medium,pending,23,18-25,566,poor,ACC_0000336,credit_card,4510.85,9389.15,13900.0,0.3245,1,9858.74,667.17,13.777,travel_transport,paid_minimum,13229.93,21,0,0,0,MYR,2025-12-31 23:59:59
2025-12-31,CUST_000280,MY,MY_BANK,Yong Phua,Yong,Phua,affluent,medium,verified,58,56-65,691,good,ACC_0000337,credit_card,13808.67,11691.33,25500.0,0.5415,2,16143.7,18589.56,-0.1316,travel_transport,paid_minimum,5311.88,21,0,0,0,MYR,2025-12-31 23:59:59
2025-12-31,CUST_000281,MY,MY_BANK,Mei Ong,Mei,Ong,affluent,medium,verified,37,36-45,617,fair,ACC_0000339,credit_card,10329.09,30470.91,40800.0,0.2532,1,7490.16,4841.69,0.547,hotel,paid_full,21025.69,21,0,0,0,MYR,2025-12-31 23:59:59
2025-12-31,CUST_000282,MY,MY_BANK,Yan Phua,Yan,Phua,mass,medium,verified,40,36-45,608,fair,ACC_0000340,credit_card,12457.02,10942.98,23400.0,0.5324,2,3441.21,14134.45,-0.7565,travel_transport,overdue,5146.84,21,1,0,1,MYR,2025-12-31 23:59:59
2025-12-31,CUST_000283,MY,MY_BANK,Wei Teo,Wei,Teo,premium,low,verified,48,46-55,845,excellent,ACC_0000342,credit_card,21086.29,74813.71,95900.0,0.2199,2,21467.5,43348.91,-0.5048,travel_transport,paid_partial,8947.13,21,0,0,0,MYR,2025-12-31 23:59:59
2025-12-31,CUST_000284,MY,MY_BANK,Yan Yeo,Yan,Yeo,mass,medium,verified,51,46-55,618,fair,ACC_0000344,credit_card,6050.81,3549.19,9600.0,0.6303,1,2955.3,1411.32,1.094,retail_shopping,paid_partial,6180.86,21,0,0,0,MYR,2025-12-31 23:59:59
2025-12-31,CUST_000285,MY,MY_BANK,Feng Wong,Feng,Wong,mass,low,verified,32,26-35,746,very_good,ACC_0000345,credit_card,4558.17,12741.83,17300.0,0.2635,2,8619.87,10308.75,-0.1638,retail_shopping,paid_full,6213.61,21,0,0,0,MYR,2025-12-31 23:59:59
2025-12-31,CUST_000286,MY,MY_BANK,Putri binte Daud,Putri,binte Daud,mass,high,verified,31,26-35,451,poor,ACC_0000347,credit_card,910.91,789.09,1700.0,0.5358,1,2337.7,1028.41,1.2731,retail_shopping,paid_full,9477.57,21,0,0,0,MYR,2025-12-31 23:59:59
2025-12-31,CUST_000287,MY,MY_BANK,Rashid bin Ghani,Rashid,bin Ghani,mass,low,verified,36,36-45,829,excellent,ACC_0000348,credit_card,8511.84,5788.16,14300.0,0.5952,1,3997.02,4255.75,-0.0608,travel_transport,paid_partial,3997.02,21,0,0,0,MYR,2025-12-31 23:59:59
2025-12-31,CUST_000288,MY,MY_BANK,Hong Ho,Hong,Ho,premium,low,verified,47,46-55,752,very_good,ACC_0000349,credit_card,21955.07,79944.93,101900.0,0.2155,1,16194.71,17432.67,-0.071,retail_shopping,paid_full,16194.71,21,0,0,0,MYR,2025-12-31 23:59:59
2025-12-31,CUST_000289,MY,MY_BANK,Yong Lee,Yong,Lee,mass,medium,enhanced_due_diligence,31,26-35,711,good,ACC_0000350,credit_card,5965.1,7834.9,13800.0,0.4323,1,3067.91,5018.46,-0.3887,travel_transport,paid_full,3067.91,21,0,0,0,MYR,2025-12-31 23:59:59
2025-12-31,CUST_000290,MY,MY_BANK,Wei Teo,Wei,Teo,affluent,low,verified,59,56-65,680,good,ACC_0000351,credit_card,15063.23,8636.77,23700.0,0.6356,1,8837.27,8516.11,0.0377,travel_transport,paid_minimum,8837.27,21,0,0,0,MYR,2025-12-31 23:59:59
2025-12-31,CUST_000291,MY,MY_BANK,Hui Ho,Hui,Ho,mass,low,verified,59,56-65,710,good,ACC_0000352,credit_card,5839.12,4860.88,10700.0,0.5457,1,1976.85,2420.33,-0.1832,healthcare,paid_full,6195.43,21,0,0,0,MYR,2025-12-31 23:59:59
2025-12-31,CUST_000292,MY,MY_BANK,Iskandar bin Abdullah,Iskandar,bin Abdullah,affluent,low,verified,40,36-45,840,excellent,ACC_0000353,credit_card,9543.2,20856.8,30400.0,0.3139,1,4449.91,2486.11,0.7899,grocery,paid_full,4880.67,21,0,0,0,MYR,2025-12-31 23:59:59
2025-12-31,CUST_000293,MY,MY_BANK,Kai Sim,Kai,Sim,mass,low,verified,48,46-55,728,good,ACC_0000354,credit_card,3418.97,4881.03,8300.0,0.4119,1,1634.35,1733.02,-0.0569,healthcare,paid_full,3346.2,21,0,0,0,MYR,2025-12-31 23:59:59
2025-12-31,CUST_000294,MY,MY_BANK,Rashid bin Salleh,Rashid,bin Salleh,mass,medium,verified,43,36-45,596,fair,ACC_0000355,credit_card,5823.16,7676.84,13500.0,0.4313,1,0.0,5163.88,-1.0,,paid_minimum,1585.83,21,0,0,0,MYR,2025-12-31 23:59:59
2025-12-31,CUST_000295,MY,MY_BANK,Sheng Lim,Sheng,Lim,mass,low,verified,52,46-55,704,good,ACC_0000356,credit_card,12821.52,8378.48,21200.0,0.6048,2,5395.92,6244.01,-0.1358,utilities,paid_full,3495.33,21,0,0,0,MYR,2025-12-31 23:59:59
2025-12-31,CUST_000296,MY,MY_BANK,Ling Chua,Ling,Chua,mass,low,verified,54,46-55,735,good,ACC_0000358,credit_card,6606.56,2893.44,9500.0,0.6954,2,9124.53,8351.56,0.0926,travel_transport,paid_full,9124.53,21,0,0,0,MYR,2025-12-31 23:59:59
2025-12-31,CUST_000297,MY,MY_BANK,Nadia binte Othman,Nadia,binte Othman,mass,low,enhanced_due_diligence,49,46-55,711,good,ACC_0000360,credit_card,2563.03,8336.97,10900.0,0.2351,2,6939.76,12537.12,-0.4465,healthcare,overdue,13799.26,21,1,0,1,MYR,2025-12-31 23:59:59
2025-12-31,CUST_000298,MY,MY_BANK,Feng Yeo,Feng,Yeo,mass,medium,verified,36,36-45,681,good,ACC_0000362,credit_card,5771.05,5728.95,11500.0,0.5018,1,662.37,5261.46,-0.8741,entertainment,paid_full,5868.06,21,0,0,0,MYR,2025-12-31 23:59:59
2025-12-31,CUST_000299,MY,MY_BANK,Mei Lee,Mei,Lee,mass,medium,verified,45,36-45,668,fair,ACC_0000363,credit_card,14272.64,9027.36,23300.0,0.6126,1,2241.59,1212.05,0.8494,retail_shopping,paid_full,4233.04,21,0,0,0,MYR,2025-12-31 23:59:59
2025-12-31,CUST_000300,MY,MY_BANK,Nordin bin Hassan,Nordin,bin Hassan,mass,low,verified,62,56-65,686,good,ACC_0000364,credit_card,3650.99,7649.01,11300.0,0.3231,1,1979.83,4451.98,-0.5553,utilities,paid_partial,1979.83,21,0,0,0,MYR,2025-12-31 23:59:59
2025-12-31,CUST_000301,MY,MY_BANK,Bin Heng,Bin,Heng,affluent,low,verified,38,36-45,688,good,ACC_0000365,credit_card,7176.78,6223.22,13400.0,0.5356,1,11062.01,7918.74,0.3969,retail_shopping,paid_full,15650.97,21,0,0,0,MYR,2025-12-31 23:59:59
2025-12-31,CUST_000302,MY,MY_BANK,Hafiz bin Bakar,Hafiz,bin Bakar,mass,medium,verified,46,46-55,706,good,ACC_0000366,credit_card,4136.25,5663.75,9800.0,0.4221,2,2811.83,9502.05,-0.7041,fuel,overdue,4511.57,21,1,0,1,MYR,2025-12-31 23:59:59
2025-12-31,CUST_000303,MY,MY_BANK,Rashid bin Abdullah,Rashid,bin Abdullah,affluent,low,verified,30,26-35,840,excellent,ACC_0000368,credit_card,22344.99,18155.01,40500.0,0.5517,1,13026.06,5486.9,1.374,utilities,paid_full,13026.06,21,0,0,0,MYR,2025-12-31 23:59:59
2025-12-31,CUST_000304,MY,MY_BANK,Liyana binte Ahmad,Liyana,binte Ahmad,affluent,low,verified,43,36-45,788,very_good,ACC_0000369,credit_card,12975.31,27024.69,40000.0,0.3244,2,18986.12,10211.41,0.8593,travel_transport,paid_full,4558.29,21,0,0,1,MYR,2025-12-31 23:59:59
2025-12-31,CUST_000305,MY,MY_BANK,Hao Ong,Hao,Ong,affluent,low,verified,53,46-55,773,very_good,ACC_0000371,credit_card,7367.91,15132.09,22500.0,0.3275,1,7964.45,3663.78,1.1738,travel_transport,paid_minimum,10100.6,21,0,0,0,MYR,2025-12-31 23:59:59
2025-12-31,CUST_000306,MY,MY_BANK,Ling Ng,Ling,Ng,mass,medium,verified,59,56-65,648,fair,ACC_0000372,credit_card,7913.32,12786.68,20700.0,0.3823,2,11840.77,4900.77,1.4161,retail_shopping,paid_minimum,10543.68,21,0,0,1,MYR,2025-12-31 23:59:59
2025-12-31,CUST_000307,MY,MY_BANK,Jun Tan,Jun,Tan,premium,low,verified,62,56-65,799,very_good,ACC_0000374,credit_card,34564.36,87435.64,122000.0,0.2833,1,20020.2,16061.3,0.2465,travel_transport,overdue,20020.2,21,1,0,1,MYR,2025-12-31 23:59:59
2025-12-31,CUST_000308,MY,MY_BANK,Ming Goh,Ming,Goh,mass,low,verified,48,46-55,740,very_good,ACC_0000375,credit_card,7381.09,3618.91,11000.0,0.671,1,3352.88,2609.14,0.2851,entertainment,paid_full,7793.95,21,0,0,0,MYR,2025-12-31 23:59:59
2025-12-31,CUST_000309,MY,MY_BANK,Irfan bin Daud,Irfan,bin Daud,mass,medium,enhanced_due_diligence,39,36-45,565,poor,ACC_0000376,credit_card,6250.29,15349.71,21600.0,0.2894,2,10318.06,5179.87,0.992,retail_shopping,paid_full,6169.94,21,0,0,0,MYR,2025-12-31 23:59:59
2025-12-31,CUST_000310,MY,MY_BANK,Yan Heng,Yan,Heng,mass,low,verified,38,36-45,764,very_good,ACC_0000378,credit_card,7666.2,4633.8,12300.0,0.6233,1,3007.12,6257.13,-0.5194,travel_transport,paid_partial,3007.12,21,0,0,0,MYR,2025-12-31 23:59:59
2025-12-31,CUST_000311,MY,MY_BANK,Hui Ong,Hui,Ong,affluent,high,pending,56,56-65,543,poor,ACC_0000379,credit_card,20988.15,16711.85,37700.0,0.5567,1,10448.17,7817.42,0.3365,retail_shopping,overdue,41680.14,21,1,0,1,MYR,2025-12-31 23:59:59
2025-12-31,CUST_000312,MY,MY_BANK,Kai Ng,Kai,Ng,mass,low,enhanced_due_diligence,56,56-65,745,very_good,ACC_0000380,credit_card,9142.69,13857.31,23000.0,0.3975,2,9256.69,7630.45,0.2131,hotel,paid_full,6159.24,21,0,0,0,MYR,2025-12-31 23:59:59
2025-12-31,CUST_000313,MY,MY_BANK,Cheng Ng,Cheng,Ng,affluent,low,verified,32,26-35,820,excellent,ACC_0000382,credit_card,20344.98,10855.02,31200.0,0.6521,2,18147.14,14894.71,0.2184,travel_transport,paid_full,13488.13,21,0,0,0,MYR,2025-12-31 23:59:59
2025-12-31,CUST_000314,MY,MY_BANK,Omar bin Bakar,Omar,bin Bakar,affluent,low,pending,63,56-65,795,very_good,ACC_0000384,credit_card,7536.44,28663.56,36200.0,0.2082,2,14992.75,19933.53,-0.2479,retail_shopping,paid_partial,10114.34,21,0,0,0,MYR,2025-12-31 23:59:59
2025-12-31,CUST_000315,MY,MY_BANK,Hong Chua,Hong,Chua,mass,medium,verified,27,26-35,669,fair,ACC_0000386,credit_card,18469.12,10230.88,28700.0,0.6435,1,7144.86,602.11,10.8664,retail_shopping,paid_full,7144.86,21,0,0,0,MYR,2025-12-31 23:59:59
2025-12-31,CUST_000316,MY,MY_BANK,Hanis binte Ghani,Hanis,binte Ghani,mass,low,pending,39,36-45,833,excellent,ACC_0000387,credit_card,3072.1,5327.9,8400.0,0.3657,1,5285.21,3545.3,0.4908,retail_shopping,paid_full,8818.43,21,0,0,0,MYR,2025-12-31 23:59:59
2025-12-31,CUST_000317,MY,MY_BANK,Ying Sim,Ying,Sim,mass,low,verified,30,26-35,788,very_good,ACC_0000388,credit_card,3062.53,6837.47,9900.0,0.3093,1,1158.41,5403.4,-0.7856,entertainment,paid_full,1158.41,21,0,0,0,MYR,2025-12-31 23:59:59
2025-12-31,CUST_000318,MY,MY_BANK,Kasim bin Aziz,Kasim,bin Aziz,mass,low,verified,45,36-45,806,excellent,ACC_0000389,credit_card,2186.94,7513.06,9700.0,0.2255,1,2943.82,2716.24,0.0838,travel_transport,paid_partial,5652.33,21,0,0,0,MYR,2025-12-31 23:59:59
2025-12-31,CUST_000319,MY,MY_BANK,Jing Teo,Jing,Teo,affluent,low,verified,38,36-45,722,good,ACC_0000390,credit_card,15603.91,40796.09,56400.0,0.2767,1,8223.74,11282.84,-0.2711,retail_shopping,paid_full,11602.38,21,0,0,0,MYR,2025-12-31 23:59:59
2025-12-31,CUST_000320,MY,MY_BANK,Nordin bin Abdullah,Nordin,bin Abdullah,affluent,low,verified,50,46-55,717,good,ACC_0000391,credit_card,12105.59,28494.41,40600.0,0.2982,1,9553.65,9376.84,0.0189,retail_shopping,paid_partial,9553.65,21,0,0,0,MYR,2025-12-31 23:59:59
2025-12-31,CUST_000321,MY,MY_BANK,Putri binte Aziz,Putri,binte Aziz,mass,high,verified,28,26-35,354,poor,ACC_0000392,credit_card,3918.18,9281.82,13200.0,0.2968,1,2672.81,648.71,3.1202,retail_shopping,paid_partial,6955.27,21,0,0,0,MYR,2025-12-31 23:59:59
2025-12-31,CUST_000322,MY,MY_BANK,Bin Ong,Bin,Ong,affluent,low,verified,68,65+,844,excellent,ACC_0000393,credit_card,15270.1,19329.9,34600.0,0.4413,1,13104.07,11803.02,0.1102,travel_transport,paid_full,27623.07,21,0,0,0,MYR,2025-12-31 23:59:59
2025-12-31,CUST_000323,MY,MY_BANK,Fatin binte Aziz,Fatin,binte Aziz,mass,low,verified,31,26-35,759,very_good,ACC_0000394,credit_card,7035.24,3164.76,10200.0,0.6897,2,7338.85,3937.19,0.864,travel_transport,paid_full,6597.75,21,0,0,0,MYR,2025-12-31 23:59:59
2025-12-31,CUST_000324,MY,MY_BANK,Iskandar bin Yahya,Iskandar,bin Yahya,mass,low,verified,33,26-35,798,very_good,ACC_0000396,credit_card,7965.43,15734.57,23700.0,0.3361,1,4022.83,3958.25,0.0163,travel_transport,paid_minimum,10626.25,21,0,0,0,MYR,2025-12-31 23:59:59
2025-12-31,CUST_000325,MY,MY_BANK,Kasim bin Mohamed,Kasim,bin Mohamed,mass,low,verified,58,56-65,788,very_good,ACC_0000397,credit_card,5061.57,5538.43,10600.0,0.4775,1,5466.54,1342.7,3.0713,hotel,paid_full,6808.4,21,0,0,0,MYR,2025-12-31 23:59:59
2025-12-31,CUST_000326,MY,MY_BANK,Muhammad bin Othman,Muhammad,bin Othman,affluent,low,verified,67,65+,839,excellent,ACC_0000398,credit_card,6142.19,10657.81,16800.0,0.3656,1,11863.85,5181.03,1.2899,travel_transport,paid_full,11863.85,21,0,0,0,MYR,2025-12-31 23:59:59
2025-12-31,CUST_000327,MY,MY_BANK,Bin Tay,Bin,Tay,affluent,low,verified,64,56-65,837,excellent,ACC_0000399,credit_card,19597.55,27502.45,47100.0,0.4161,1,5676.07,5962.9,-0.0481,hotel,paid_partial,9997.77,21,0,0,0,MYR,2025-12-31 23:59:59
2025-12-31,CUST_000328,MY,MY_BANK,Fadzli bin Aziz,Fadzli,bin Aziz,mass,low,verified,56,56-65,685,good,ACC_0000400,credit_card,7892.11,11707.89,19600.0,0.4027,2,6673.96,9984.18,-0.3315,travel_transport,paid_full,835.91,21,0,0,0,MYR,2025-12-31 23:59:59
2025-12-31,CUST_000329,MY,MY_BANK,Cheng Lau,Cheng,Lau,affluent,low,verified,53,46-55,804,excellent,ACC_0000402,credit_card,12504.91,49695.09,62200.0,0.201,1,7850.89,9017.61,-0.1294,retail_shopping,paid_full,7850.89,21,0,0,0,MYR,2025-12-31 23:59:59
2025-12-31,CUST_000330,MY,MY_BANK,Putri binte Ahmad,Putri,binte Ahmad,mass,medium,verified,53,46-55,609,fair,ACC_0000403,credit_card,6464.4,3535.6,10000.0,0.6464,1,966.47,3351.0,-0.7116,grocery,paid_minimum,966.47,21,0,0,0,MYR,2025-12-31 23:59:59
2025-12-31,CUST_000331,MY,MY_BANK,Cheng Ho,Cheng,Ho,mass,medium,verified,52,46-55,593,fair,ACC_0000404,credit_card,11384.98,7215.02,18600.0,0.6121,2,9841.7,14558.5,-0.324,retail_shopping,paid_partial,9230.47,21,0,0,0,MYR,2025-12-31 23:59:59
2025-12-31,CUST_000332,MY,MY_BANK,Jun Heng,Jun,Heng,mass,medium,verified,24,18-25,684,good,ACC_0000406,credit_card,2954.63,5045.37,8000.0,0.3693,1,6272.72,3581.11,0.7516,travel_transport,paid_full,7117.99,21,0,0,0,MYR,2025-12-31 23:59:59
2025-12-31,CUST_000333,MY,MY_BANK,Ling Ng,Ling,Ng,mass,medium,pending,57,56-65,600,fair,ACC_0000407,credit_card,5747.88,12352.12,18100.0,0.3176,1,1798.79,935.74,0.9223,travel_transport,paid_full,3661.99,21,0,0,0,MYR,2025-12-31 23:59:59
2025-12-31,CUST_000334,MY,MY_BANK,Hanis binte Daud,Hanis,binte Daud,affluent,low,verified,52,46-55,786,very_good,ACC_0000408,credit_card,10137.38,5762.62,15900.0,0.6376,1,9706.46,6256.77,0.5514,travel_transport,paid_full,9706.46,21,0,0,0,MYR,2025-12-31 23:59:59
2025-12-31,CUST_000335,MY,MY_BANK,Sheng Lee,Sheng,Lee,mass,medium,verified,27,26-35,569,poor,ACC_0000409,credit_card,11466.06,9033.94,20500.0,0.5593,1,3344.7,2261.85,0.4787,travel_transport,overdue,13461.2,21,1,0,1,MYR,2025-12-31 23:59:59
2025-12-31,CUST_000336,MY,MY_BANK,Jun Tay,Jun,Tay,premium,medium,verified,50,46-55,648,fair,ACC_0000410,credit_card,58248.42,52051.58,110300.0,0.5281,1,17639.4,20666.59,-0.1465,travel_transport,paid_partial,73643.45,21,0,0,0,MYR,2025-12-31 23:59:59
2025-12-31,CUST_000337,MY,MY_BANK,Hong Chen,Hong,Chen,affluent,low,pending,23,18-25,757,very_good,ACC_0000411,credit_card,7674.62,9425.38,17100.0,0.4488,2,15786.05,18808.58,-0.1607,travel_transport,paid_full,7500.6,21,0,0,0,MYR,2025-12-31 23:59:59
2025-12-31,CUST_000338,MY,MY_BANK,Nadia binte Hassan,Nadia,binte Hassan,premium,medium,verified,59,56-65,619,fair,ACC_0000413,credit_card,52341.51,23058.49,75400.0,0.6942,1,22156.38,9843.38,1.2509,travel_transport,overdue,22156.38,21,1,0,1,MYR,2025-12-31 23:59:59
2025-12-31,CUST_000339,MY,MY_BANK,Kasim bin Ahmad,Kasim,bin Ahmad,premium,low,verified,27,26-35,774,very_good,ACC_0000414,credit_card,55498.76,39301.24,94800.0,0.5854,1,17732.64,11982.28,0.4799,travel_transport,paid_full,17732.64,21,0,0,0,MYR,2025-12-31 23:59:59
2025-12-31,CUST_000340,MY,MY_BANK,Azrul bin Rahman,Azrul,bin Rahman,premium,low,verified,30,26-35,801,excellent,ACC_0000415,credit_card,25550.41,21749.59,47300.0,0.5402,2,36142.31,27703.03,0.3046,retail_shopping,paid_partial,36096.58,21,0,0,0,MYR,2025-12-31 23:59:59
2025-12-31,CUST_000341,MY,MY_BANK,Jian Teo,Jian,Teo,mass,medium,verified,53,46-55,632,fair,ACC_0000417,credit_card,1546.29,5853.71,7400.0,0.209,1,4480.59,1168.88,2.8332,travel_transport,paid_full,4799.46,21,0,0,0,MYR,2025-12-31 23:59:59
2025-12-31,CUST_000342,MY,MY_BANK,Na Wong,Na,Wong,mass,low,verified,30,26-35,763,very_good,ACC_0000418,credit_card,12903.68,7996.32,20900.0,0.6174,1,3291.98,5476.72,-0.3989,travel_transport,paid_partial,3291.98,21,0,0,0,MYR,2025-12-31 23:59:59
2025-12-31,CUST_000343,MY,MY_BANK,Xin Phua,Xin,Phua,affluent,low,verified,63,56-65,827,excellent,ACC_0000419,credit_card,14286.9,16413.1,30700.0,0.4654,1,7079.24,11414.26,-0.3798,retail_shopping,paid_full,7079.24,21,0,0,0,MYR,2025-12-31 23:59:59
2025-12-31,CUST_000344,MY,MY_BANK,Hui Phua,Hui,Phua,affluent,low,pending,60,56-65,767,very_good,ACC_0000420,credit_card,18647.74,10052.26,28700.0,0.6497,1,6131.17,9892.0,-0.3802,retail_shopping,paid_partial,6131.17,21,0,0,0,MYR,2025-12-31 23:59:59
2025-12-31,CUST_000345,MY,MY_BANK,Hafiz bin Othman,Hafiz,bin Othman,affluent,low,verified,65,56-65,694,good,ACC_0000421,credit_card,12360.3,27939.7,40300.0,0.3067,1,5479.6,7419.96,-0.2615,grocery,paid_full,5479.6,21,0,0,0,MYR,2025-12-31 23:59:59
2025-12-31,CUST_000346,MY,MY_BANK,Cheng Ng,Cheng,Ng,mass,low,verified,39,36-45,784,very_good,ACC_0000422,credit_card,4682.01,10917.99,15600.0,0.3001,1,3777.53,159.88,22.6273,healthcare,overdue,3777.53,21,1,0,1,MYR,2025-12-31 23:59:59
2025-12-31,CUST_000347,MY,MY_BANK,Jun Ho,Jun,Ho,mass,high,enhanced_due_diligence,56,56-65,321,poor,ACC_0000423,credit_card,3536.98,3063.02,6600.0,0.5359,2,11052.38,6918.8,0.5974,travel_transport,paid_minimum,6956.68,21,0,0,1,MYR,2025-12-31 23:59:59
2025-12-31,CUST_000348,MY,MY_BANK,Hanis binte Salleh,Hanis,binte Salleh,affluent,low,verified,41,36-45,781,very_good,ACC_0000425,credit_card,5617.63,3982.37,9600.0,0.5852,1,4023.67,6178.45,-0.3488,travel_transport,paid_partial,10132.04,21,0,0,0,MYR,2025-12-31 23:59:59
2025-12-31,CUST_000349,MY,MY_BANK,Putri binte Yahya,Putri,binte Yahya,mass,high,verified,43,36-45,388,poor,ACC_0000426,credit_card,4868.96,4731.04,9600.0,0.5072,1,250.35,2780.89,-0.91,food_dining,paid_partial,20402.61,21,0,0,0,MYR,2025-12-31 23:59:59
2025-12-31,CUST_000350,MY,MY_BANK,Yong Ho,Yong,Ho,affluent,medium,verified,46,46-55,654,fair,ACC_0000427,credit_card,22090.4,21209.6,43300.0,0.5102,1,4300.58,12065.31,-0.6436,travel_transport,paid_full,16179.48,21,0,0,0,MYR,2025-12-31 23:59:59
2025-12-31,CUST_000351,IN,IN_BANK,Suresh Shah,Suresh,Shah,premium,medium,verified,24,18-25,661,fair,ACC_0000428,credit_card,1285371.19,935928.81,2221300.0,0.5787,1,310160.49,343089.52,-0.096,travel_transport,paid_partial,647370.41,21,0,0,0,INR,2025-12-31 23:59:59
2025-12-31,CUST_000352,IN,IN_BANK,Asha Verma,Asha,Verma,mass,medium,verified,55,46-55,717,good,ACC_0000429,credit_card,121712.15,116687.85,238400.0,0.5105,2,101116.21,74208.79,0.3626,retail_shopping,paid_partial,83213.86,21,0,0,0,INR,2025-12-31 23:59:59
2025-12-31,CUST_000353,IN,IN_BANK,Suresh Shah,Suresh,Shah,mass,low,verified,55,46-55,794,very_good,ACC_0000431,credit_card,166075.07,102324.93,268400.0,0.6188,1,113037.83,74911.39,0.509,retail_shopping,paid_full,134072.53,21,0,0,0,INR,2025-12-31 23:59:59
2025-12-31,CUST_000354,IN,IN_BANK,Rahul Patel,Rahul,Patel,affluent,low,verified,23,18-25,765,very_good,ACC_0000432,credit_card,245262.08,269137.92,514400.0,0.4768,1,165741.83,157163.94,0.0546,retail_shopping,paid_partial,320731.34,21,0,0,0,INR,2025-12-31 23:59:59
2025-12-31,CUST_000355,IN,IN_BANK,Suresh Patel,Suresh,Patel,mass,medium,verified,28,26-35,575,poor,ACC_0000433,credit_card,110667.0,70433.0,181100.0,0.6111,2,83097.21,214125.46,-0.6119,retail_shopping,paid_full,181428.22,21,0,0,1,INR,2025-12-31 23:59:59
